,case number,Timestamp,Who was the member adjudicating the decision?,What was the location of the landlord tenant board?,Did the decision state the landlord was represented?,Did the decision state the landlord attended the hearing?,Did the decision state the tenant was represented?,Did the decision state the tenant attended the hearing?,Did the decision state the landlord was a not-for-profit landlord (e.g. Toronto Community Housing)?,Did the decision state the tenant was collecting a subsidy?,What was the outcome of the case?,"What was the length of the tenancy, or in other words, how long had the tenants lived at the residence in question? ",What was the monthly rent?,What was the amount of the rental deposit? ,"If any rent increases occurred, what was the rent after the increase(s)?",What was the total amount of arrears?,Over how many months did the arrears accumulate? ,"If the tenant made a payment on the arrears after the eviction notice was served and/or prior to the hearing, what was the amount of the payment? ","Did the decision mention a history of arrears by the tenant separate from the arrears in the current claim (more than one period of arrears, recurrently coming in and out of arrears, arrears with previous landlord, etc.)?","Did the member find the tenant had or seemed to have the ability to pay rent, but chose not do so?","What were the specific mental, medical, or physical conditions of the tenant, if any? ",Did the decision state that the tenant had children living with them?,Was the tenant employed at the time of the hearing?,"If the tenant was not employed, did the decision state the tenant was receiving any form of government assistance (e.g. OW, childcare benefits, ODSP, OSAP)?","If the tenant was employed, did the decision state any doubts about the stability of employment e.g. lack of guaranteed hours, contract work, etc.?",Did the member find the tenant had sufficient income to pay rent?,Did the decision mention the tenant lost their job leading up to or during the period of the hearing?,"Did the decision mention any other extenuating circumstances experienced by the tenant leading up to or during the period of the claim (e.g. hospitalization, death in the family, etc.)?","Did the decision mention the tenant’s difficulty finding alternative housing for any reason e.g.physical limitations, reliance on social assistance, etc.?",Did the decision state the tenant was given prior notice for the eviction?,Did the decisions state postponement would result in the tenant accruing additional arrears?,Which other specific applications of the landlord or the tenant were mentioned?,Did the decision mention the validity of an N4 eviction notice?,Payment Plan
101,TEL-94597-18,12/24/2020 6:36:23,Laura Hartslief,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1800.0,0,8897.79,5.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,['N5'],0,0.0
102,TEL-94661-18,12/24/2020 6:53:55,Jim McMaster,Whitby,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1193.0,0,2431.69,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,[],0,0.0
103,TEL-94869-18,12/24/2020 7:02:58,Laura Hartslief,Whitby,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1700.0,0,4438.61,2.6,0,0,1,1,0,1,0,-1,1,0,1,0,1,0,[],0,0.0
104,TEL-94870-18,12/24/2020 7:09:35,Laura Hartslief,Whitby ,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1550.0,0,3100.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],1,0.0
105,TEL-94962-18,12/24/2020 7:19:12,Petar Guzina,Burlington,0,1,0,1,0,0,No relief,24.0,3000.0,2900.0,0,17072.6,11.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,[],0,0.0
106,TEL-95255-18,12/24/2020 7:24:39,Ruth Carey,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1200.0,0,4122.92,6.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
107,TEL-95255-18-AM   ,12/24/2020 7:30:46,Ruth Carey,Toronto,1,1,0,0,0,0,No relief,95255.0,1595.9445741324917,1200.0,0,1201.92,6.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
108,TEL-95457-18,12/24/2020 7:41:49,Laura Hartslief,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1100.0,0,3300.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['N5'],0,0.0
109,TEL-95691-18-IN,12/24/2020 7:50:05,Jim McMaster,Belleville,1,1,1,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1365.9816966067865,0,13113.52,3.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
110,TEL-96002-18,12/24/2020 8:04:24,Ruth Carey,Cobourg,1,0,0,1,0,0,Postponement of eviction,5.0,1028.1,1010.0,0,2769.08,7.0,1,1,0,0,1,1,0,-1,0,0,1,1,1,0,[],0,0.0
111,TEL-96550-18,12/24/2020 8:32:04,Shelby Whittick,Belleville,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,900.0,0,5802.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"['L1', 'L2']",0,0.0
112,TEL-96690-18-SA,12/24/2020 8:41:24,Ruth Carey,Toronto,1,1,0,1,0,0,No relief,10.0,1233.0,1365.9816966067865,0,4431.0,6.306049004594181,0,1,1,0,1,1,0,1,1,1,0,0,1,0,[],0,1.0
113, TSL-89992-17,12/24/2020 8:51:04,Laura Hartslief,Whitby,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,2450.0,0,14700.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,[],0,0.0
114, TEL-94512-18,12/24/2020 9:27:25,Jim McMaster,Whitby ,0,1,0,1,0,0,Postponement of eviction,6.306049004594181,1725.0,1365.9816966067865,0,8625.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,[],0,0.0
115,TET-89650-18 / TET-89650-18,12/24/2020 10:06:45,Ruth Carey,Toronto,0,1,0,1,0,0,No relief,34.0,750.0,500.0,0,5443.84,6.306049004594181,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,"['N5', 'N6']",0,0.0
116,TNL-00253-17,12/24/2020 10:10:55,Sylvia Watson,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1175.0,0,5240.342916006339,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
117, TNL-00793-18  TNL-01183-18,12/24/2020 10:14:38,Sylvia Watson,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,750.0,0,5240.342916006339,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
118,TNL-00821-18,12/24/2020 10:23:11,Neil Kaufman,Toronto,1,0,0,1,0,0,Payment plan,24.0,1159.32,1138.83,0,1197.35,1.0,1,1,0,0,0,1,0,-1,0,1,0,0,0,0,[],0,1.0
119, TNL-00822-18,12/24/2020 10:27:46,Neil Kaufman,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['L1', 'L2']",0,0.0
120,TNL-00911-18,12/24/2020 11:20:31,Egya Sangmuah,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,901.8,0,5240.342916006339,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
121,TNL-01248-18,12/24/2020 11:31:57,Neil Kaufman,Toronto,1,0,0,1,0,0,Payment plan,6.0,1595.9445741324917,1365.9816966067865,0,5240.342916006339,3.0,0,0,0,0,1,1,0,-1,1,1,0,0,0,0,[],0,1.0
122,TEL-89697-18,1/14/2021 15:08:54,Not listed,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1040.0,0,4060.85,7.0,0,0,0,0,1,1,0,-1,0,1,1,0,1,0,[],0,0.0
123,TEL-89698-18,1/14/2021 15:15:38,Elana Rose,Toronto,1,0,0,1,0,0,Postponement of eviction,6.306049004594181,938.18,835.0,0,4692.16,11.0,0,0,0,0,1,-1,1,0,0,0,1,0,1,0,[],0,0.5
124,CEL-87788-19,12/24/2020 15:30:14,Sonia Anwar-Ali,Toronto,1,1,0,1,0,0,Conditional order to preserve tenancy,83.0,1398.79,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,1,1,1,1,-1,1,0,1,1,1,0,"['L2', 'N8']",1,0.0
125,CEL-79487-18,12/24/2020 15:41:18,Lisa Del Vecchio,Mississauga,0,1,0,1,0,0,Payment plan,6.306049004594181,2200.0,2200.0,0,4400.0,2.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,[],0,1.0
126,EAL-83967-19,12/24/2020 15:45:29,Sonia Anwar-Ali,Belleville,0,0,0,1,0,1,Payment plan,60.0,197.0,1365.9816966067865,0,2830.0,15.0,1,1,0,1,0,-1,1,0,1,0,0,0,1,0,['L1'],0,1.0
127,CET-70370-17,12/24/2020 15:51:37,Lisa Del Vecchio,Barrie,1,0,0,1,0,1,No relief,6.0,1500.0,1500.0,0,7500.0,5.0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,[],0,0.5
128,HOL-06021-19,12/24/2020 15:57:12,Debbie Mosaheb,Toronto,1,0,0,1,0,0,Payment plan,120.0,938.03,1365.9816966067865,0,2044.85,11.0,1,0,1,0,0,-1,-1,0,1,0,0,0,1,0,['L1'],0,1.0
129,HOL-06092-19,12/24/2020 16:10:42,Lynn Mitchell,Newmarket,1,0,0,0,0,0,No relief,41.0,2500.0,2400.0,0,20000.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,[],0,0.0
130,TEL-01195-19-RV,12/24/2020 22:20:20,Sonia Anwar-Ali,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['L2'],0,0.0
131,TEL-02564-19-RV,12/24/2020 22:38:41,Sonia Anwar-Ali,Peterborough,0,1,0,1,0,0,No relief,37.0,942.71,1365.9816966067865,0,7541.68,8.0,0,0,0,0,1,-1,1,0,0,1,1,0,1,0,"['L2', 'N8']",0,0.0
132,TNL-01365-18,12/25/2020 7:12:16,Egya Sangmuah,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
133,TNL-01527-18,12/25/2020 7:23:09,Debbie Mosaheb,Toronto,1,1,0,1,0,0,No relief,18.0,1300.0,1365.9816966067865,0,5240.342916006339,7.0,1,0,1,0,1,1,1,-1,1,0,0,0,0,0,['L1'],0,0.5
134, TNL-01582-18-AM,12/25/2020 7:29:39,Harry Cho,Newmarket,1,0,1,0,0,0,Postponement of eviction,6.306049004594181,500.0,500.0,0,5240.342916006339,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,[],0,0.5
135,TNL-01740-18,12/25/2020 7:34:18,Nancy Morris,Toronto,0,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,4.0,0,0,0,0,0,1,0,-1,0,0,1,0,0,0,[],0,0.5
136, TNL-01839-18,12/25/2020 7:38:09,Harry Cho,Newmarket,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2200.0,0,5240.342916006339,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
137, TNL-02075-18,12/25/2020 7:43:55,Sylvia Watson,Newmarket,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,950.0,0,5240.342916006339,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['N5'],0,0.0
138, TNL-02210-18,12/25/2020 7:47:40,Harry Cho,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,855.0,0,5240.342916006339,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
139, TNL-02284-18,12/25/2020 7:58:27,Lynn Mitchell,Toronto,1,1,1,1,0,0,Postponement of eviction,6.306049004594181,1595.9445741324917,1900.0,0,7600.0,6.306049004594181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['L1', 'L9', 'T6']",1,0.0
140,TNL-02343-18,12/25/2020 8:02:31,Neil Kaufman,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1368.34,0,5240.342916006339,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
141,TNL-02440-18-RV,12/25/2020 8:09:32,Egya Sangmuah,Not stated,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
142, TNL-02453-18,12/25/2020 8:17:46,Sylvia Watson,Toronto,0,1,1,1,0,0,No relief,10.0,1595.9445741324917,2150.0,0,5240.342916006339,7.0,0,0,1,0,0,1,0,-1,1,1,0,0,0,0,[],0,0.5
143,TNL-02875-18,12/25/2020 8:30:46,Louise Horton,Newmarket,1,1,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,3300.0,0,5240.342916006339,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['L1'],0,0.0
144, TNL-03085-18,12/25/2020 8:34:44,Sylvia Watson,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1221.6,0,5240.342916006339,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
145,TEL-02811-19-RV,12/25/2020 12:16:43,Sonia Anwar-Ali,Whitby,0,1,0,1,0,0,Rent Abatement,6.306049004594181,1650.0,1650.0,0,6981.09,6.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,['L1'],0,0.0
146,TEL-03413-19,12/25/2020 12:27:41,Sonia Anwar-Ali,Belleville,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"['L2', 'N5']",0,0.0
147,CET-74655-18,12/25/2020 12:41:05,David Mungovan,Mississauga,1,0,1,0,0,0,Postponement of eviction,29.0,2500.0,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"['L2', 'T2', 'T6', 'N8']",0,0.0
148,TEL-03502-19,12/25/2020 12:41:29,Sonia Anwar-Ali,Peterborough,1,1,0,0,0,0,No relief,8.0,1200.0,1200.0,0,2575.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['L1'],1,0.0
149,EAL-71135-18,12/25/2020 12:58:16,Margaret Reynolds,by telephone,0,1,0,1,0,0,No relief,42.0,1500.0,1500.0,0,5320.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
150,TEL-03588-19,12/25/2020 13:02:40,Ruth Carey,Whitby,0,1,0,1,0,0,Postponement of eviction,17.0,1900.0,1900.0,0,16200.0,9.0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,['L1'],0,0.5
151,EAL-73036-18,12/25/2020 13:08:30,Emily Crocco,Ottawa,1,0,0,1,0,1,Postponement of eviction,42.0,134.0,1365.9816966067865,0,347.3,22.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,"['L1', 'L2']",0,0.0
152,EAL-73495-18,12/25/2020 14:54:12,Jim McMaster,Belleville,0,1,0,1,0,0,No relief,18.0,1595.9445741324917,975.0,0,3075.25,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"['L1', 'L2', 'N7']",0,0.0
153,EAL-76016-18,12/25/2020 15:23:35,Émilie Moniz,Ottawa,1,0,0,0,0,0,No relief,6.306049004594181,1170.0,1365.9816966067865,0,2569.2,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
154,HOL-02048-17,12/25/2020 15:37:44,Roger Rodrigues,Toronto,1,0,0,1,0,0,Payment plan,29.0,2000.0,1365.9816966067865,1,520.0,13.0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,[],0,1.0
155,HOL-02106-17,12/25/2020 15:45:37,Cristina De Leon-Culp,Hamilton,0,1,0,1,0,0,No relief,6.306049004594181,2000.0,2000.0,0,4091.97,3.0,0,1,0,0,1,1,0,-1,0,0,1,0,1,0,[],0,0.5
156,TNL-03242-18,12/25/2020 16:37:55,Nancy Morris,Toronto,1,0,0,1,0,0,Postponement of eviction,36.0,1595.9445741324917,1192.27,0,5240.342916006339,3.0,0,0,0,1,0,1,0,-1,0,0,1,1,0,0,[],0,0.5
157,TNL-03260-18,12/26/2020 10:50:20,Nancy Morris,Toronto,0,1,0,0,0,0,No relief,6.306049004594181,750.0,1365.9816966067865,0,5240.342916006339,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
158,TNL-03299-18  TNT-00589-17      ,12/26/2020 10:58:38,Harry Cho,Toronto,1,0,1,1,0,0,No relief,6.306049004594181,1595.9445741324917,1733.6,0,5240.342916006339,6.306049004594181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,['T6'],0,0.0
159, TNL-03769-18,12/26/2020 11:02:39,Nancy Morris,Toronto,1,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,1060.16,0,5240.342916006339,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
160, TNL-03797-18,12/26/2020 11:07:37,Louise Horton,Newmarket,1,0,0,0,0,0,No relief,6.306049004594181,1752.99,1662.0,0,5240.342916006339,6.306049004594181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
161,TNL-03797-18-RV,12/26/2020 11:13:23,Egya Sangmuah,Toronto,1,0,1,0,0,0,Voiding of order,6.306049004594181,1595.9445741324917,1365.9816966067865,0,5240.342916006339,6.306049004594181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],1,0.0
162,TNL-03847-18,12/26/2020 11:18:28,Harry Cho,Newmarket,0,1,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,500.0,0,5240.342916006339,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
163, TNL-03911-18,12/26/2020 11:23:41,Louise Horton,Toronto,1,0,0,1,0,0,No relief,6.306049004594181,1595.9445741324917,1096.22,0,5240.342916006339,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
164, TNL-04214-18,12/26/2020 11:27:48,Louise Horton,Toronto,1,0,0,0,0,0,No relief,6.306049004594181,1595.9445741324917,2300.0,0,5240.342916006339,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
165, TNL-04261-18,12/26/2020 11:34:14,Sylvia Watson,Newmarket,0,1,1,1,0,0,No relief,26.0,2350.0,2350.0,0,11750.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0.0
